Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1744843565.14,0,0,36.0,0.0,0.0,0.0,22.7059765625,48.56497461985275,1002.9065136392935,86.47470591454868,3535.4
1744843570.12,0,0,36.4,0.0,0.0,0.0,22.8433203125,49.11523324944629,1002.9299385962455,86.27805217177789,4865.6
1744843575.16,0,0,33.0,0.0,0.0,0.0,22.9360546875,49.76966058752253,1002.9588912585374,86.03499772504662,6234.2
1744843580.09,0,0,33.4,0.0,0.0,0.0,22.9360546875,49.76966058752253,1002.9588912585374,86.03499772504662,6234.2
1744843585.15,0,0,30.0,0.0,0.0,0.0,23.013984375,49.59563007845763,1002.9675301704635,85.96247607572677,7810.2
1744843590.18,0,0,35.2,0.0,0.0,0.0,23.086328125,49.060312286258615,1002.9715391089301,85.92882227846985,9408.6
1744843595.15,0,0,36.2,0.0,0.0,0.0,23.14609375,48.318196469847045,1002.9320108819636,86.26065538219132,11047.4
1744843600.13,0,0,36.2,0.0,0.0,0.0,23.206132812499998,47.67646180036446,1002.9173520456301,86.38371639389133,12652.8
1744843605.14,0,0,36.2,0.0,0.0,0.0,23.2529296875,47.14106666139526,1002.919721616721,86.36382365776718,14210.6
1744843610.12,0,0,29.8,0.0,0.0,0.0,23.307109375,46.70630137271503,1002.9251255232159,86.31845783314456,15855.0
1744843615.15,0,0,30.6,0.0,0.0,0.0,23.3697265625,46.50671296322865,1002.9445736067089,86.15519203361391,17430.2
1744843620.12,0,0,36.0,0.0,0.0,0.0,23.4231640625,46.855613919677424,1002.9604581932448,86.02184364546004,19155.4
1744843625.14,0,0,34.0,0.0,0.0,0.0,23.4751171875,46.56841317963456,1002.9604857652032,86.0216121054037,21186.0
1744843630.12,0,0,36.6,0.0,0.0,0.0,23.527734375,46.091747572714546,1002.9505562558783,86.10496849398125,23184.2
1744843635.15,0,0,37.6,0.0,0.0,0.0,23.5755078125,45.73604356727555,1002.9392894643581,86.19955191591689,25151.2
1744843640.12,0,0,37.8,0.0,0.0,0.0,23.619609375,45.44245346405035,1002.9134317985114,86.41662740116513,26974.6
1744843645.14,0,0,34.0,0.0,0.0,0.0,23.664257812499997,45.10191173710291,1002.9001659443131,86.5279958865659,28859.2
1744843650.12,0,0,35.6,0.0,0.0,0.0,23.716015625,44.77821914430963,1002.8991268021149,86.53671965177384,30546.6
1744843655.14,0,0,35.6,0.0,0.0,0.0,23.7679296875,45.116423710365325,1002.894538575827,86.57523878839393,31943.0
1744843660.12,0,0,35.0,0.0,0.0,0.0,23.8164453125,44.728347151341794,1002.8982041657179,86.54446538626307,33849.0
1744843665.15,0,0,36.0,0.0,0.0,0.0,23.850937499999997,44.13871060014249,1002.8742599674035,86.74548596380696,35813.8
1744843670.12,0,0,28.6,0.0,0.0,0.0,23.8764453125,43.274775982368,1002.8126234389792,87.26295806705758,37647.4
1744843675.21,0,0,39.8,0.0,0.0,0.0,23.914296874999998,42.632928498341144,1002.7179369385718,88.05795929297376,39310.8
1744843680.12,0,0,32.6,0.0,0.0,0.0,23.958242187499998,42.25905754300227,1002.5679725054518,89.3172015255625,40724.8
1744843685.12,0,0,24.6,0.0,0.0,0.0,24.013242187499998,41.94667839534349,1002.4076517257743,90.66357291140393,42224.8
1744843690.15,0,0,38.2,0.0,0.0,0.0,24.070546874999998,41.573456975835214,1002.2699952228091,91.81974722744243,43705.8
