Time,Latitude,Longitude,counts
1745446120.42,37.875946786419036,-122.25859505215635,13394.0
1745446122.41,37.87594678641939,-122.25859505215669,31.5
1745446124.42,37.875932870891255,-122.25856918608221,41.5
1745446126.4,37.87593300987726,-122.2585666508805,41.5
1745446128.41,37.87593300987726,-122.2585666508805,33.0
1745446130.41,37.87593300987726,-122.2585666508805,39.5
1745446132.45,37.87593300987726,-122.2585666508805,34.0
1745446134.42,37.87593300987726,-122.2585666508805,41.5
1745446136.39,37.87593300987726,-122.2585666508805,41.5
1745446138.41,37.87593300987726,-122.2585666508805,38.0
1745446140.41,37.87593300987726,-122.2585666508805,35.0
1745446142.41,37.87593300987726,-122.2585666508805,32.0
1745446144.41,37.87593300987726,-122.2585666508805,32.0
1745446146.41,37.87593300987726,-122.2585666508805,47.0
1745446148.41,37.87593300987726,-122.2585666508805,32.5
1745446150.41,37.87593300987726,-122.2585666508805,31.0
1745446152.41,37.87593300987726,-122.2585666508805,31.5
1745446154.39,37.87593300987726,-122.2585666508805,31.5
1745446156.41,37.87593300987726,-122.2585666508805,31.0
1745446158.44,37.87593300987726,-122.2585666508805,33.0
1745446160.41,37.87593300987726,-122.2585666508805,34.5
1745446162.41,37.87593300987726,-122.2585666508805,35.5
1745446164.39,37.87593300987726,-122.2585666508805,35.5
1745446166.41,37.87593300987726,-122.2585666508805,35.0
1745446168.41,37.87593300987726,-122.2585666508805,38.5
1745446170.41,37.87593300987726,-122.2585666508805,35.5
1745446172.39,37.87593300987726,-122.2585666508805,35.5
1745446174.44,37.87593300987726,-122.2585666508805,43.5
1745446176.41,37.87593300987726,-122.2585666508805,43.0
1745446178.41,37.87593300987726,-122.2585666508805,43.5
1745446180.41,37.87593300987726,-122.2585666508805,35.5
1745446182.41,37.87593300987726,-122.2585666508805,35.5
1745446184.42,37.87593300987726,-122.2585666508805,37.5
1745446186.41,0,0,42.5
1745446188.41,0,0,37.0
1745446190.41,0,0,40.5
1745446192.39,0,0,40.5
1745446194.42,0,0,38.0
1745446196.41,0,0,29.0
1745446198.41,0,0,36.0
1745446200.39,0,0,36.0
1745446202.41,0,0,42.0
1745446204.42,0,0,41.0
1745446206.41,0,0,42.5
1745446208.41,0,0,46.0
1745446210.41,0,0,46.0
1745446212.41,0,0,34.5
1745446214.41,0,0,42.5
1745446216.41,0,0,32.0
1745446218.39,0,0,32.0
1745446220.42,0,0,39.5
1745446222.41,0,0,43.5
1745446224.42,0,0,37.0
1745446226.42,0,0,36.5
1745446228.39,0,0,36.5
1745446230.42,0,0,36.0
1745446232.41,0,0,39.0
1745446234.42,0,0,31.5
1745446236.39,0,0,31.5
1745446238.41,0,0,40.0
1745446240.42,0,0,41.0
1745446242.41,0,0,45.0
1745446244.41,0,0,35.5
1745446246.39,0,0,35.5
1745446248.41,0,0,25.5
1745446250.41,0,0,27.5
1745446252.41,0,0,25.5
1745446254.41,0,0,26.0
1745446256.4,0,0,26.0
1745446258.41,0,0,24.0
1745446260.42,0,0,36.0
1745446262.41,0,0,39.5
1745446264.39,0,0,39.5
1745446266.41,0,0,29.0
1745446268.41,0,0,31.5
1745446270.42,0,0,38.5
1745446272.41,0,0,28.5
1745446274.39,0,0,28.5
1745446276.41,0,0,27.0
1745446278.41,0,0,27.5
1745446280.42,0,0,31.5
1745446282.41,0,0,32.0
1745446284.39,0,0,32.0
1745446286.41,0,0,35.5
1745446288.41,0,0,28.0
1745446290.41,0,0,29.5
1745446292.39,0,0,29.5
1745446294.41,0,0,25.0
1745446296.42,0,0,29.0
1745446298.41,0,0,30.5
1745446300.41,0,0,31.5
1745446302.39,0,0,31.5
1745446304.41,0,0,31.0
1745446306.41,0,0,31.5
1745446308.41,0,0,25.5
1745446310.39,0,0,25.5
1745446312.41,0,0,26.5
1745446314.41,0,0,27.0
1745446316.42,0,0,31.0
1745446318.41,0,0,33.0
1745446320.4,0,0,33.0
1745446322.41,0,0,28.0
1745446324.41,0,0,33.5
1745446326.42,0,0,38.0
1745446328.41,0,0,34.0
1745446330.4,0,0,34.0
1745446332.41,0,0,37.5
1745446334.41,0,0,52.5
