Time,Latitude,Longitude,counts
1746065990.82,37.87139465169034,-122.23892126332494,71.0
1746065992.8,37.87139465169034,-122.23892126332494,71.0
1746065994.82,37.87139465169034,-122.23892126332494,69.5
1746065996.82,37.87139465169034,-122.23892126332494,70.5
1746065998.82,37.87139465169034,-122.23892126332494,73.0
1746066000.82,37.87139465169034,-122.23892126332494,60.0
1746066002.8,37.87139465169034,-122.23892126332494,60.0
1746066004.83,37.87139465169034,-122.23892126332494,65.5
1746066006.82,37.87139465169034,-122.23892126332494,68.5
1746066008.82,37.87139465169034,-122.23892126332494,68.0
1746066010.82,37.87139465169034,-122.23892126332494,67.5
1746066012.8,37.87139465169034,-122.23892126332494,67.5
1746066014.84,37.87139465169034,-122.23892126332494,71.5
1746066016.82,37.87139465169034,-122.23892126332494,61.0
1746066018.82,37.871092788713206,-122.23866035109216,59.5
1746066020.81,37.871092788713206,-122.23866035109216,59.5
1746066022.82,37.87149350544621,-122.23913813294871,70.5
1746066024.83,37.87142553760803,-122.23916104556861,56.5
1746066026.82,37.87139840326274,-122.23916173932031,59.0
1746066028.82,37.871381335146545,-122.23916858033506,56.5
1746066030.81,37.87138382534939,-122.2391777947611,56.5
1746066032.82,37.87138382534939,-122.2391777947611,64.5
1746066034.82,37.87138382534939,-122.2391777947611,49.5
1746066036.82,37.87138382534939,-122.2391777947611,68.0
1746066038.82,37.87138382534939,-122.2391777947611,60.0
1746066040.8,37.87138382534939,-122.2391777947611,60.0
1746066042.82,37.87138382534939,-122.2391777947611,62.5
1746066044.82,37.87138382534939,-122.2391777947611,80.5
1746066046.8,37.87138382534939,-122.2391777947611,80.5
1746066048.84,37.87138382534939,-122.2391777947611,55.5
1746066050.82,37.87138382534939,-122.2391777947611,58.5
1746066052.82,37.87138382534939,-122.2391777947611,61.5
1746066054.82,37.87138382534939,-122.2391777947611,66.5
1746066056.8,37.87138382534939,-122.2391777947611,66.5
1746066058.82,37.87138382534939,-122.2391777947611,57.5
1746066060.82,37.87138382534939,-122.2391777947611,61.0
1746066062.82,37.87138382534939,-122.2391777947611,61.0
1746066064.83,37.87138382534939,-122.2391777947611,66.0
1746066066.81,37.87366990184667,-122.24177040615112,66.0
1746066068.82,37.873669901845936,-122.2417704061509,68.0
1746066070.82,37.87366833438015,-122.24177052291843,63.5
1746066072.82,37.87366833438015,-122.24177052291843,60.5
1746066074.8,37.87366833438015,-122.24177052291843,60.5
1746066076.82,37.87366833438015,-122.24177052291843,55.0
1746066078.82,37.87366833438015,-122.24177052291843,72.5
1746066080.82,37.87366833438015,-122.24177052291843,77.5
1746066082.8,37.87366833438015,-122.24177052291843,77.5
1746066084.82,37.87366833438015,-122.24177052291843,63.5
1746066086.82,37.87366833438015,-122.24177052291843,58.0
1746066088.82,37.87366833438015,-122.24177052291843,61.5
1746066090.8,37.87366833438015,-122.24177052291843,61.5
1746066092.82,37.87366833438015,-122.24177052291843,68.0
1746066094.82,37.87366833438015,-122.24177052291843,74.0
1746066096.82,37.87366833438015,-122.24177052291843,62.5
1746066098.82,37.87366833438015,-122.24177052291843,69.5
1746066100.8,37.87366833438015,-122.24177052291843,69.5
1746066102.82,37.87366833438015,-122.24177052291843,63.5
1746066104.83,37.87366833438015,-122.24177052291843,87.0
1746066106.82,37.87366833438015,-122.24177052291843,65.5
1746066108.82,37.87366833438015,-122.24177052291843,68.0
1746066110.8,37.87366833438015,-122.24177052291843,68.0
1746066112.82,37.87366833438015,-122.24177052291843,66.5
1746066114.82,37.87366833438015,-122.24177052291843,73.0
1746066116.82,37.87366833438015,-122.24177052291843,62.0
1746066118.82,37.87366833438015,-122.24177052291843,73.0
1746066120.8,37.87366833438015,-122.24177052291843,73.0
